"Id","Title","Release_date","imdb_rating"
"15487","The Greatest Game Ever Played","2005-09-30",""
"14320","Great Expectations","1946-12-26",""
"9837","The Prince of Egypt","1998-12-16",""
"558","Spider-Man 2","2004-06-25",""
"499932","The Devil All the Time","2020-09-11",""
"393624","Official Secrets","2019-08-30",""
"297762","Wonder Woman","2017-05-30",""
"129112","Wadjda","2012-08-31",""
"14202","The Painted Veil","2006-12-09",""
"5506","The Ladykillers","1955-12-08",""
"38684","Jane Eyre","2011-03-11",""
"10518","Marathon Man","1976-10-08",""
"2609","Planes, Trains and Automobiles","1987-11-26",""
"227","The Outsiders","1983-03-25",""
"285","Pirates of the Caribbean: At World's End","2007-05-19",""
"817758","T?R","2022-09-23",""
"611698","A Writer's Odyssey","2021-02-12",""
"346364","It","2017-09-06",""
"297270","Tinker Bell and the Legend of the NeverBeast","2014-12-12",""
"156022","The Equalizer","2014-09-24",""
"35114","Destino","2003-08-05",""
"25846","Baaria","2009-09-02",""
"8844","Jumanji","1995-12-15",""
"329819","Standing Tall","2015-05-13",""
"1640","Crash","2005-05-06",""
"1254","Don't Worry, I'm Fine","2006-09-06",""
"979","Irreversible","2002-05-22",""
"868759","Ghosted","2023-04-21",""
"420622","Professor Marston and the Wonder Women","2017-10-13",""
"20482","The Naked City","1948-03-04",""
"3086","The Lady Eve","1941-02-25",""
"340","Everything Is Illuminated","2005-09-16",""
"537056","Batman: Hush","2019-07-19",""
"76543","Tyrannosaur","2011-10-07",""
"29005","McCabe & Mrs. Miller","1971-06-24",""
"826769","Rosaline","2022-10-11",""
"363579","The Age of Shadows","2016-09-07",""
"168259","Furious 7","2015-04-01",""
"72570","The Vow","2012-02-05",""
"19178","The Trip Across Paris","1956-10-26",""
"809","Shrek 2","2004-05-19",""
"583903","Our Friend","2019-09-04",""
"472674","The Goldfinch","2019-09-12",""
"43361","The White Sheik","1952-09-20",""
"34134","Barbie in A Mermaid Tale","2010-01-25",""
"21519","Project A","1983-12-22",""
"15359","Wonder Woman","2009-03-03",""
"11986","Betty Blue","1986-04-09",""
"6537","The Orphanage","2007-05-20",""
"401104","To the Bone","2017-01-22",""
"9821","The Mighty","1998-06-01",""
"5902","A Bridge Too Far","1977-06-15",""
"241863","As the Gods Will","2014-11-15",""
"37136","The Naked Gun: From the Files of Police Squad!","1988-12-02",""
"10693","Peter Pan","1953-02-05",""
"1716","The Last Metro","1980-09-17",""
"1278","The Dreamers","2003-09-01",""
"594530","Lamp Life","2020-01-31",""
"296098","Bridge of Spies","2015-10-15",""
"3084","Wuthering Heights","1939-04-07",""
"2567","The Aviator","2004-12-17",""
"1878","Fear and Loathing in Las Vegas","1998-05-22",""
"403","Driving Miss Daisy","1989-12-13",""
"372519","The Ten Commandments: The Movie","2016-01-28",""
"79707","Children Who Chase Lost Voices","2011-05-07","7.1/10"
"70670","Headhunters","2011-08-26",""
"16563","Seven Brides for Seven Brothers","1954-07-22",""
"9502","Kung Fu Panda","2008-06-04",""
"618355","Superman: Red Son","2020-02-24","6.4/10"
"15196","Clue","1985-12-13",""
"436343","On Body and Soul","2017-03-02",""
"244403","Rudderless","2014-10-17",""
"20352","Despicable Me","2010-07-08",""
"16907","Naruto the Movie: Ninja Clash in the Land of Snow","2004-08-21",""
"11020","Picnic at Hanging Rock","1975-09-02",""
"2654","In the Mouth of Madness","1995-02-03",""
"18320","The Young Victoria","2009-03-04",""
"10772","Django","1966-04-06",""
"5923","The Sand Pebbles","1966-12-20",""
"844","2046","2004-09-29",""
"736732","Broker","2022-06-08",""
"407655","A Cinderella Story: If the Shoe Fits","2016-08-02",""
"37724","Skyfall","2012-10-24",""
"23566","Barbie and the Three Musketeers","2009-09-15",""
"9473","South Park: Bigger, Longer & Uncut","1999-06-30",""
"475215","Mirai","2018-06-16",""
"761","The Wing or the Thigh?","1976-10-27",""
"381707","Our Lovers","2016-02-08",""
"28118","The Gruffalo","2009-12-25",""
"11209","The Alamo","1960-10-23","6/10"
"11044","Arizona Dream","1993-01-06",""
"5825","National Lampoon's Christmas Vacation","1989-11-30",""
"348657","Woman at War","2018-05-22",""
"28966","Wings","1927-08-12",""
"17581","Naruto Shippuden the Movie: Bonds","2008-08-02",""
"595671","Never Rarely Sometimes Always","2020-03-13",""
"429200","Good Time","2017-08-11",""
"63498","Chico & Rita","2010-11-19",""
"13581","Dead of Night","1945-09-09",""
"12622","Violent Cop","1989-08-12",""
"9267","And Now for Something Completely Different","1971-09-28",""
"613504","After We Collided","2020-09-02",""
"436391","The Battleship Island","2017-07-26",""
"366924","Batman: Bad Blood","2016-08-04",""
"336845","Cleveland Abduction","2015-05-02",""
"140212","Confession of Murder","2012-11-08",""
"11035","Roma","1972-03-16",""
"10886","The Unknown Woman","2006-10-09",""
"8363","Superbad","2007-03-20",""
"2576","The Diary of Anne Frank","1959-03-18",""
"268","Batman","1989-06-23",""
"64131","Mauvais Sang","1986-11-26",""
"10559","Frequency","2000-04-28",""
"695","Short Cuts","1993-09-05",""
"671583","Upside-Down Magic","2020-07-31",""
"593643","The Menu","2022-11-17",""
"399579","Alita: Battle Angel","2019-01-31",""
"67884","Chinese Take-Away","2011-03-24",""
"12598","Jo","1971-08-31",""
"9701","North Country","2005-02-12",""
"404368","Ralph Breaks the Internet","2018-11-20",""
"4952","Pillow Talk","1959-10-07",""
"256","Antoine and Colette","1962-06-22",""
"515916","Girl","2018-09-18",""
"187022","A Touch of Sin","2013-10-04",""
"30074","Scooby-Doo! and the Legend of the Vampire","2003-03-04",""
"16620","La Bamba","1987-07-24",""
"11951","Vanishing Point","1971-01-15",""
"11647","Infernal Affairs II","2003-10-01",""
"6037","Murder by Death","1976-06-23",""
"2771","American Splendor","2003-08-15",""
"820446","Downton Abbey: A New Era","2022-04-27",""
"287495","Labyrinth of Lies","2014-09-06",""
"36728","Naruto Shippuden the Movie: The Will of Fire","2009-08-01",""
"20345","The Bird with the Crystal Plumage","1970-02-27",""
"591275","Fear Street: 1666","2021-07-14",""
"324849","The Lego Batman Movie","2017-02-08",""
"13283","Barbie as the Island Princess","2007-09-17",""
"11489","Rosetta","1999-05-22",""
"11143","Tai-Chi Master","1993-11-18",""
"9560","A Walk in the Clouds","1995-08-11",""
"623","A Fish Called Wanda","1988-07-15",""
"251","Ghost","1990-07-12",""
"927855","Love Tactics","2022-02-11",""
"519035","Nappily Ever After","2018-09-21",""
"14306","Marley & Me","2008-12-25",""
"581997","Batman vs Teenage Mutant Ninja Turtles","2019-03-31",""
"520736","Loro 2","2018-05-10",""
"88284","Barbara","2012-03-08",""
"59421","Bedevilled","2010-08-19",""
"14047","The Great Debaters","2007-12-27",""
"11773","Village of the Damned","1960-06-16",""
"11051","The Last Temptation of Christ","1988-05-28",""
"3059","Intolerance: Love's Struggle Throughout the Ages","1916-09-04",""
"618354","Superman: Man of Tomorrow","2020-08-23",""
"577922","Tenet","2020-08-22",""
"522478","Peter Rabbit 2: The Runaway","2021-03-25",""
"479226","The Purity of Vengeance","2018-10-04",""
"370964","I Am Dragon","2015-12-03",""
"204436","Jack and the Cuckoo-Clock Heart","2014-02-05",""
"28043","Black Sabbath","1963-08-17",""
"13885","Sweeney Todd: The Demon Barber of Fleet Street","2007-12-20","7.3/10"
"1538","Collateral","2004-08-04",""
"98622","9","2005-04-21",""
"43294","An American in Rome","1954-12-10",""
"6978","Big Trouble in Little China","1986-05-30",""
"170","28 Days Later","2002-10-31",""
"403431","Brigsby Bear","2017-07-27",""
"335360","My Little Pony: The Movie","2017-10-05",""
"10403","The Player","1992-04-03",""
"9576","Tootsie","1982-12-17",""
"86829","Inside Llewyn Davis","2013-10-13",""
"12762","Broadway Danny Rose","1984-01-27",""
"10860","Steel Magnolias","1989-11-15",""
"459","Sissi: The Fateful Years of an Empress","1957-12-18",""
"138","Dracula","1931-02-12",""
"11109","Vera Drake","2004-10-22",""
"10528","Sherlock Holmes","2009-12-23",""
"9400","Set It Off","1996-11-06",""
"374205","One Piece Film: GOLD","2016-07-23",""
"257211","The Intern","2015-09-23",""
"39108","Dragon Ball Z: Wrath of the Dragon","1995-07-15",""
"14359","Doubt","2008-02-27",""
"11850","Invasion of the Body Snatchers","1978-12-19",""
"10243","The Flight of the Phoenix","1965-12-15",""
"6479","I Am Legend","2007-12-12",""
"5176","3:10 to Yuma","2007-09-06",""
"2055","Open Range","2003-08-29",""
"482373","Don't Breathe 2","2021-08-12",""
"399366","Marrowbone","2017-10-27",""
"213121","Toy Story of Terror!","2013-10-16",""
"62215","Melancholia","2011-05-26",""
"12717","My Mother's Castle","1990-10-26",""
"44874","Barbie: A Fashion Fairytale","2010-09-14",""
"9388","Thank You for Smoking","2005-09-09",""
"2014","The Edge of Heaven","2007-09-27","7.7/10"
"320736","Virgin Mountain","2015-03-20",""
"34584","The NeverEnding Story","1984-04-05",""
"664300","Shiva Baby","2021-04-02",""
"374671","After the Storm","2016-05-21",""
"340270","The Healer","2017-02-17",""
"329805","My King","2015-05-16","7.3/10"
"256962","Little Boy","2015-04-23",""
"110398","No","2012-08-09",""
"4415","Les Mis?rables","1998-05-01",""
"342473","Ballerina","2016-12-14",""
"56825","Compagni di scuola","1988-12-21",""
"23168","The Town","2010-09-15",""
"20982","Naruto Shippuden the Movie","2007-08-04",""
"14168","3:10 to Yuma","1957-08-07",""
"489925","Eighth Grade","2018-01-19",""
"12092","Alice in Wonderland","1951-07-28","7.4/10"
"1621","Trading Places","1983-06-07",""
"411728","The Professor and the Madman","2019-03-07",""
"330483","The Choice","2016-02-04",""
"20714","12","2007-06-06",""
"9013","Midnight Run","1988-07-20",""
"73211","King of Devil's Island","2010-12-16",""
"70160","The Hunger Games","2012-03-12","7.2/10"
"35265","The Embalmer","2002-09-06",""
"26617","Five Easy Pieces","1970-09-12",""
"22954","Invictus","2009-12-10",""
"14375","Romanzo Criminale","2005-09-30",""
"618353","Batman: Death in the Family","2020-10-13",""
"571648","Beasts Clawing at Straws","2020-02-19",""
"321528","Batman vs. Robin","2015-04-14",""
"62395","The Miracle of Marcelino","1955-02-24","7.1/10"
"12481","The Big Boss","1971-10-03",""
"8816","My Life as a Dog","1985-12-12",""
"6023","P.S. I Love You","2007-11-15",""
"606","Out of Africa","1985-12-20",""
"5236","Kiss Kiss Bang Bang","2005-09-05",""
"936074","Tenor","2022-05-04",""
"103758","Reality","2012-05-04",""
"42297","Burlesque","2010-11-23",""
"11330","Pusher 3","2005-08-22",""
"4588","Lust, Caution","2007-09-27",""
"167","K-PAX","2001-10-22",""
"353326","The Man Who Knew Infinity","2016-04-08",""
"90","Beverly Hills Cop","1984-12-05",""
"672647","The Map of Tiny Perfect Things","2021-02-12",""
"385128","F9","2021-05-19",""
"24615","Aloha Scooby-Doo!","2005-02-08",""
"11446","Welcome to the Dollhouse","1996-05-24",""
"10198","The Princess and the Frog","2009-12-08",""
"8879","Pale Rider","1985-06-28",""
"168","Star Trek IV: The Voyage Home","1986-11-26",""
"547016","The Old Guard","2020-07-10",""
"205601","Belle","2013-05-01",""
"3","Shadows in Paradise","1986-10-17",""
"319888","Eddie the Eagle","2016-02-25","7.3/10"
"72113","Carnage","2011-09-16",""
"55931","The Animatrix","2003-05-09",""
"51876","Limitless","2011-03-08",""
"48254","Ovosodo","1997-09-12",""
"16436","North Face","2008-10-23",""
"14299","Cadillac Records","2008-12-05",""
"13001","Stargate: The Ark of Truth","2008-03-11",""
"469","Stranger Than Paradise","1984-10-01",""
"836225","The Exorcism of God","2022-03-11",""
"179150","Reality","2014-08-28",""
"130925","Partysaurus Rex","2012-09-14",""
"97365","Rust and Bone","2012-05-17",""
"33511","Nowhere Boy","2009-12-25",""
"13012","Felon","2008-07-17",""
"10673","Wall Street","1987-12-10",""
"551271","Medieval","2022-09-08",""
"16161","Baby Boy","2001-06-27",""
"11577","Pat Garrett & Billy the Kid","1973-05-23",""
"788","Mrs. Doubtfire","1993-11-24",""
"607","Men in Black","1997-07-02",""
"50348","The Lincoln Lawyer","2011-03-17",""
"21183","Fluke","1995-06-02",""
"14325","The Express","2008-10-10",""
"59","A History of Violence","2005-09-23",""
"558144","Deadpool: No Good Deed","2017-03-03",""
"373226","Belzebuth","2019-01-11",""
"96714","Diaz - Don't Clean Up This Blood","2012-04-13",""
"10625","Mean Girls","2004-04-30",""
"8438","Murder in the First","1995-01-20",""
"2832","Identity","2003-04-25",""
"1885","The Karate Kid","1984-06-22",""
"749004","Petite Maman","2021-06-02",""
"376660","The Edge of Seventeen","2016-11-18",""
"285733","Barbie and the Secret Door","2014-08-30",""
"177677","Mission: Impossible - Rogue Nation","2015-07-23",""
"409","The English Patient","1996-11-05",""
"44826","Hugo","2011-11-22",""
"15370","The Cat Returns","2002-07-19",""
"13368","White Christmas","1954-10-14",""
"10373","Quadrophenia","1979-09-14",""
"10617","Once Upon a Time in China","1991-08-15",""
"10601","Peter Pan","2003-12-18",""
"8329","[REC]","2007-11-23",""
"7350","The Bucket List","2007-12-15",""
"1164","Babel","2006-09-08",""
"406990","What Happened to Monday","2017-08-18",""
"336000","The Glass Castle","2017-08-11",""
"75258","Secret of the Wings","2012-08-17",""
"22302","Polytechnique","2009-02-06",""
"11093","House of Sand and Fog","2003-12-19",""
"2355","Reign Over Me","2007-03-22",""
"793998","Happening","2021-11-24",""
"198663","The Maze Runner","2014-09-10",""
"16553","Little Manhattan","2005-09-26",""
"11414","The Defiant Ones","1958-08-14",""
"11287","A League of Their Own","1992-07-01",""
"10223","A Simple Plan","1998-12-11",""
"1213","The Talented Mr. Ripley","1999-12-25",""
"657644","Minnal Murali","2021-12-16",""
"245842","The King's Daughter","2022-01-21",""
"45162","Superman/Batman: Apocalypse","2010-09-28","7/10"
"34070","Songs from the Second Floor","2000-10-06",""
"13156","Secondhand Lions","2003-09-19",""
"130739","A Coffee in Berlin","2012-07-03",""
"118628","English Vinglish","2012-09-21",""
"25126","Six Shooter","2004-10-14",""
"11837","Watership Down","1978-10-14",""
"12230","One Hundred and One Dalmatians","1961-01-25",""
"11328","Pusher II","2004-12-25",""
"4538","The Darjeeling Limited","2007-09-07",""
"4518","Elizabeth","1998-09-13",""
"1420","Breakfast on Pluto","2005-09-03",""
"1271","300","2007-03-07",""
"978","Seven Years in Tibet","1997-09-12",""
"363676","Sully","2016-09-07",""
"51241","Heartbeats","2010-10-09",""
"12159","What Dreams May Come","1998-10-02",""
"11177","Mask","1985-03-08",""
"9071","Living in Oblivion","1995-07-21",""
"3549","After the Wedding","2006-02-24",""
"504949","The King","2019-10-11",""
"15067","The Good, the Bad, the Weird","2008-07-16",""
"11575","The Great Race","1965-07-01",""
"10178","The Caine Mutiny","1954-06-23","7.7/10"
"398173","The House That Jack Built","2018-10-04",""
"132316","Jab Tak Hai Jaan","2012-11-13",""
"116745","The Secret Life of Walter Mitty","2013-12-18",""
"98120","Piazza Fontana: The Italian Conspiracy","2012-03-30",""
"20283","Breaking Away","1979-05-24",""
"11222","The American Friend","1977-06-24","7.4/10"
"9660","Operation Petticoat","1959-12-05",""
"632666","Unpregnant","2020-09-10",""
"18030","Kiss Me Deadly","1955-04-28",""
"2117","Sophie Scholl: The Final Days","2005-02-13",""
"754067","Vicky and Her Mystery","2021-12-15",""
"16520","The King and I","1956-06-29",""
"14903","Pooh's Grand Adventure: The Search for Christopher Robin","1997-08-05",""
"527435","The Christmas Chronicles","2018-11-22",""
"79224","War of the Arrows","2011-08-10",""
"16562","The Cutting Edge","1992-03-27",""
"8088","Broken Embraces","2009-03-18",""
"8075","Weekend","1967-12-29",""
"2668","Sleepy Hollow","1999-11-19",""
"506","Marnie","1964-07-17",""
"530385","Midsommar","2019-07-03",""
"82825","Kahaani","2012-03-08",""
"68722","The Master","2012-09-07",""
"24804","Black Dynamite","2009-10-16",""
"12289","Red Cliff","2008-07-10",""
"4191","The Bride Wore Black","1968-03-22","7.2/10"
"1088","Whale Rider","2003-01-30",""
"226448","In Your Eyes","2014-04-20",""
"19625","Munna Bhai M.B.B.S.","2003-12-19",""
"15283","Pom Poko","1994-07-16",""
"325113","A Girl Like Her","2015-03-27",""
"49047","Gravity","2013-10-03",""
"2153","The Driver","1978-06-08",""
"779782","The School for Good and Evil","2022-10-19",""
"11703","Kiss of the Spider Woman","1985-07-26",""
"8963","Crimson Tide","1995-05-12",""
"799876","The Outfit","2022-02-25",""
"475094","The Captain","2018-02-02",""
"323027","Justice League: Gods and Monsters","2015-06-18",""
"11660","Following","1999-04-02",""
"10162","Waking Ned","1998-09-15",""
"2024","The Patriot","2000-06-28",""
"1857","The Transformers: The Movie","1986-08-08",""
"636698","The Man Without Gravity","2019-10-21",""
"542178","The French Dispatch","2021-10-21",""
"89636","Dragon Ball Z: Plan to Eradicate the Super Saiyans","2010-11-11",""
"10150","The Last Unicorn","1982-11-19",""
"6615","Lars and the Real Girl","2007-10-12",""
"777270","Belfast","2021-11-12",""
"646380","Don't Look Up","2021-12-07",""
"537996","The Ballad of Buster Scruggs","2018-11-09",""
"294016","Trumbo","2015-10-27",""
"12473","The Visitor","2007-09-07",""
"11485","Take the Money and Run","1969-08-18",""
"10142","Casualties of War","1989-08-18",""
"9303","Bound","1996-09-13",""
"509364","By the Grace of God","2019-02-20",""
"403300","A Hidden Life","2019-12-11",""
"281338","War for the Planet of the Apes","2017-07-11",""
"254172","Fathers and Daughters","2015-10-01",""
"40807","50/50","2011-09-30",""
"9820","The Parent Trap","1998-07-28",""
"2760","The Lodger: A Story of the London Fog","1927-02-14",""
"567604","Once Upon a Deadpool","2018-12-11",""
"336050","Son of Saul","2015-06-11",""
"334517","The Siege of Jadotville","2016-09-19",""
"21733","Dragons Forever","1988-02-11",""
"19123","La Ch?vre","1981-12-09",""
"9441","Stepmom","1998-12-25",""
"2280","Big","1988-06-03",""
"400090","The Nightingale","2018-09-23",""
"23637","Ciao, Professore!","1992-10-01",""
"11490","The Child","2005-10-19",""
"10618","Once Upon a Time in China II","1992-04-16",""
"522162","Midway","2019-11-06",""
"13920","Radio","2003-10-24",""
"501170","Doctor Sleep","2019-10-30",""
"279229","Sapphire Blue","2014-08-14",""
"38700","Bad Boys for Life","2020-01-15",""
"11165","Tora! Tora! Tora!","1970-01-26",""
"537915","After","2019-04-11",""
"14291","Searching for Bobby Fischer","1993-08-13",""
"4441","Candy","2006-05-25",""
"4176","Murder on the Orient Express","1974-11-22",""
"988","The China Syndrome","1979-03-16",""
"129533","Barbie: The Princess & The Popstar","2012-09-13",""
"10511","In America","2003-10-31",""
"7913","Rang De Basanti","2006-01-26",""
"916","Bullitt","1968-10-17",""
"797394","Secret Magic Control Agency","2021-03-18",""
"447061","Red Nose Day Actually","2017-03-24",""
"44741","Malicious","1973-03-29",""
"31602","The Chase","1966-02-18",""
"1714","Fahrenheit 451","1966-09-07",""
"117691","Gangs of Wasseypur - Part 1","2012-06-22",""
"109410","42","2013-04-12",""
"11176","The Muppet Movie","1979-06-22",""
"647","Final Fantasy VII: Advent Children","2005-07-14",""
"327","Brother","2000-12-13",""
"536743","Queen & Slim","2019-11-27",""
"355338","Riley's First Date?","2015-11-03",""
"10634","Friday","1995-04-26",""
"535544","Downton Abbey","2019-09-12",""
"396371","Molly's Game","2017-12-25",""
"17358","My Name Ain't Johnny","2008-01-04",""
"11524","Thief","1981-03-27",""
"10925","The Return of the Living Dead","1985-04-25",""
"609","Poltergeist","1982-06-04",""
"458423","Mamma Mia! Here We Go Again","2018-07-09",""
"30197","The Producers","1967-11-22",""
"11382","Bullets Over Broadway","1994-10-14",""
"10830","Matilda","1996-08-02",""
"9540","Dead Ringers","1988-09-23",""
"5488","I'm a Cyborg, but That's OK","2006-12-07",""
"4688","Across the Universe","2007-09-14",""
"4192","Death on the Nile","1978-09-29",""
"994","Straw Dogs","1971-12-23",""
"48034","Little White Lies","2010-10-20",""
"612","Munich","2005-12-23",""
"476","Drugstore Cowboy","1989-10-20",""
"458","Sissi: The Young Empress","1956-12-01",""
"816904","Mummies","2023-01-05",""
"10986","The Taming of the Scoundrel","1980-12-20",""
"10948","The Fox and the Hound","1981-07-10",""
"276","The Edukators","2004-10-25",""
"243","High Fidelity","2000-03-17",""
"570670","The Invisible Man","2020-02-26",""
"473033","Uncut Gems","2019-08-30",""
"10876","Quills","2000-11-22",""
"10648","Magnum Force","1973-12-23",""
"652","Troy","2004-05-03",""
"385103","Scoob!","2020-07-08",""
"54551","Banana","2010-12-13",""
"37767","Fun Is Beautiful","1980-01-19",""
"22527","The Wrong Man","1956-12-22",""
"11533","Jason and the Argonauts","1963-06-19",""
"524047","Greenland","2020-07-29",""
"63310","Bullhead","2011-02-02",""
"40641","Lola","1961-03-03",""
"8051","Punch-Drunk Love","2002-10-25","7.3/10"
"964","The Phantom of the Opera","1925-09-22",""
"606952","The Goddess of Fortune","2019-12-19",""
"560044","The Willoughbys","2020-04-22",""
"14859","Keith","2008-09-13",""
"11316","Macbeth","1971-12-20",""
"8222","High Heels","1991-10-23",""
"1997","Two Brothers","2004-04-07",""
"266","Contempt","1963-10-29",""
"925102","The Night of the 12th","2022-07-13",""
"438740","Salyut-7","2017-09-22",""
"14807","The Long Good Friday","1980-11-01","7.6/10"
"11772","The Haunting","1963-08-21",""
"487242","Suicide Squad: Hell to Pay","2018-05-09",""
"454640","The Angry Birds Movie 2","2019-08-02",""
"123377","Piet?","2012-09-05",""
"82881","Tangled Ever After","2012-01-13",""
"59468","The Way","2010-09-10",""
"10102","La Grande Bouffe","1973-05-16","7.1/10"
"9741","Unbreakable","2000-11-22",""
"460555","Operation Red Sea","2018-02-16",""
"25431","Adam's Rib","1949-11-18",""
"15588","OSS 117: Lost in Rio","2009-04-15",""
"10476","Hustle & Flow","2005-07-22",""
"519141","Matthias & Maxime","2019-10-09",""
"20410","Scooby-Doo and the Alien Invaders","2000-10-03",""
"15906","Barbie and the Magic of Pegasus","2005-10-04",""
"6173","Read My Lips","2001-10-17",""
"4643","The Guardian","2006-09-28",""
"461615","MFKZ","2018-05-23",""
"63831","The Kid with a Bike","2011-05-18",""
"15712","Welcome","2009-03-11",""
"14533","Gia","1998-01-31",""
"6396","SLC Punk","1998-09-24",""
"744275","After We Fell","2021-09-01",""
"420818","The Lion King","2019-07-12",""
"206563","Trash","2014-10-09",""
"11636","New Police Story","2004-09-23",""
"440472","The Upside","2019-01-10",""
"352490","This Beautiful Fantastic","2016-10-20",""
"324560","Brimstone","2016-03-12",""
"58574","Sherlock Holmes: A Game of Shadows","2011-11-22",""
"19265","Whatever Works","2009-06-19",""
"9829","United 93","2006-04-28",""
"573","Frenzy","1972-05-25",""
"30159","I Confess","1953-02-28",""
"551","The Poseidon Adventure","1972-12-13",""
"676547","Prey for the Devil","2022-10-23",""
"291270","Anomalisa","2015-12-30",""
"32040","The Killing of a Chinese Bookie","1976-02-15",""
"633515","The Forgotten Battle","2021-06-05",""
"565179","The First King","2019-01-31",""
"557940","My Boyfriend's Meds","2020-02-14",""
"505954","T-34","2018-12-27",""
"396774","Bomb City","2017-03-31",""
"147773","The Way Way Back","2013-06-06",""
"82693","Silver Linings Playbook","2012-11-16",""
"68730","Silence","2016-12-22",""
"39057","Pok?mon: Arceus and the Jewel of Life","2009-07-18",""
"27367","Mrs. Miniver","1942-07-03",""
"12877","Dead Man's Shoes","2004-09-29",""
"10590","We Were Soldiers","2002-03-01",""
"421","The Life Aquatic with Steve Zissou","2004-12-10",""
"65","8 Mile","2002-11-08",""
"474354","22 July","2018-10-04",""
"44716","In a Better World","2010-08-26",""
"1574","Chicago","2002-12-10",""
"635","Angel Heart","1987-03-06",""
"738215","Barbie: Princess Adventure","2020-09-01",""
"680531","The Mad Women's Ball","2021-09-12",""
"188538","Remember Sunday","2013-04-21",""
"38810","Dogtooth","2009-06-01",""
"12232","The Thief of Bagdad","1940-12-25",""
"10564","Where the Heart Is","2000-04-27",""
"10531","Death and the Maiden","1994-05-04",""
"1924","Superman","1978-12-13",""
"1089","Point Break","1991-01-31",""
"473","Pi","1998-07-10",""
"718789","Lightyear","2022-06-15",""
"517331","The Realm","2018-09-28",""
"369523","The Tale","2018-01-20",""
"71325","With Every Heartbeat","2011-07-29",""
"11639","The Dark Crystal","1982-12-17",""
"581389","Space Sweepers","2021-02-05",""
"506281","The World to Come","2021-02-12",""
"19833","In the Loop","2009-01-22",""
"420817","Aladdin","2019-05-22",""
"271714","Love & Mercy","2015-05-29",""
"13701","Immortal Beloved","1994-12-16",""
"2323","Field of Dreams","1989-04-21",""
"2100","The Last Castle","2001-10-19",""
"618416","Penguin Bloom","2021-01-21",""
"597219","The Half of It","2020-05-01",""
"157832","Calvary","2014-04-11",""
"23483","Kick-Ass","2010-03-22",""
"411","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","2005-12-07",""
"371638","The Disaster Artist","2017-03-12",""
"212778","Chef","2014-05-08",""
"77877","The Lucky One","2012-04-19",""
"25300","I'm Not Scared","2003-02-08",""
"5204","Control","2003-11-20",""
"811634","The Monkey King: Reborn","2021-04-02",""
"336843","Maze Runner: The Death Cure","2018-01-10",""
"9769","Lolita","1997-09-27",""
"2998","Zabriskie Point","1970-02-09",""
"639933","The Northman","2022-04-07",""
"532814","The Bad Seed","2018-09-09",""
"14794","if....","1968-12-19",""
"14072","Rab Ne Bana Di Jodi","2008-12-11",""
"12105","Yellow Submarine","1968-07-17",""
"11687","The Visitors","1993-01-27",""
"8470","John Q","2002-02-15",""
"430447","Mary and The Witch's Flower","2017-07-08",""
"365045","Heidi","2015-12-10",""
"18240","The Proposal","2009-06-01",""
"11462","Suspicion","1941-11-14",""
"408","Snow White and the Seven Dwarfs","1937-12-21",""
"906221","Magic Mike's Last Dance","2023-02-09",""
"9846","To Live and Die in L.A.","1985-11-01",""
"6106","Salvador","1986-04-23",""
"71524","Ace of Aces","1982-10-27",""
"8697","Who Am I?","1998-01-17",""
"8619","Master and Commander: The Far Side of the World","2003-11-14",""
"335797","Sing","2016-11-23",""
"8583","Dangerous Beauty","1998-02-20",""
"1637","Speed","1994-06-09",""
"785538","7 Prisoners","2021-10-22",""
"517148","Beanpole","2019-06-20",""
"103332","Ruby Sparks","2012-07-25",""
"203","Mean Streets","1973-10-14",""
"468198","The Place","2017-11-04",""
"653349","Vacation Friends","2021-08-27",""
"436270","Black Adam","2022-10-19",""
"353728","Closet Monster","2016-07-15",""
"21521","Project A: Part II","1987-08-19",""
"19562","The Magnificent One","1973-11-23",""
"9322","La Femme Nikita","1990-02-21",""
"4552","A Tale of Two Sisters","2003-06-13",""
"1555","The Spanish Apartment","2002-06-19",""
"512263","Honey Boy","2019-11-08",""
"308639","Dope","2015-06-19",""
"38438","Buffet Froid","1979-12-19",""
"13666","The Wolf Man","1941-12-12",""
"13041","El Topo","1970-12-18",""
"12144","The Land Before Time","1988-11-18",""
"10537","The Doors","1991-03-01",""
"10340","Lady and the Tramp","1955-06-22",""
"3111","A Star Is Born","1954-10-01",""
"585077","Children of the Sea","2019-06-07",""
"17887","Barefoot in the Park","1967-05-25",""
"16211","The Sons of Katie Elder","1965-06-23",""
"428449","A Ghost Story","2017-04-24",""
"310307","The Founder","2016-09-13",""
"69315","Battlestar Galactica: Razor","2007-11-12",""
"42196","The Bad Seed","1956-09-12",""
"23169","Remember Me","2010-03-11",""
"18912","Angst","1983-01-01",""
"10895","Pinocchio","1940-02-23",""
"8982","The Protector","2005-08-11",""
"157370","Kill Your Darlings","2013-09-19",""
"12914","Stargate: Continuum","2008-07-29",""
"11153","National Lampoon's Vacation","1983-07-28",""
"508","Love Actually","2003-09-07",""
"197950","The Connection","2014-12-03",""
"78480","Monsieur Lazhar","2011-09-10",""
"9464","Buffalo '66","1998-01-20",""
"8092","This Boy's Life","1993-04-09",""
"7972","Before the Devil Knows You're Dead","2007-09-26",""
"507076","Climax","2018-09-19","7.8/10"
"340613","The Wife","2018-08-02",""
